college_name,city,state,type,course,branch,nirf_rank,avg_package,jee_cutoff
Gujarat Technological University,Ahmedabad,Gujarat,Govt,B.Sc,B.Sc Biology (Hons.),186,4.1,36325
Gujarat Technological University,Ahmedabad,Gujarat,Govt,B.Sc,B.Sc Computer Science,186,3.8,37265
Sardar Vallabhbhai National Institute,Surat,Gujarat,Govt,B.Tech,Instrumentation Engineering,188,3.9,67420
Sardar Vallabhbhai National Institute,Surat,Gujarat,Govt,B.Tech,Mechanical Engineering,188,5.6,52000
Sardar Vallabhbhai National Institute,Surat,Gujarat,Govt,B.Tech,Information Technology,188,4.3,46393
Sardar Vallabhbhai National Institute,Surat,Gujarat,Govt,B.Tech,Aerospace Engineering,188,4.1,43335
Sardar Vallabhbhai National Institute,Surat,Gujarat,Govt,B.Sc,B.Sc Biology (Hons.),188,5.7,67116
Sardar Vallabhbhai National Institute,Surat,Gujarat,Govt,B.Sc,B.Sc Chemistry (Hons.),188,3.7,59459
MS University of Baroda,Vadodara,Gujarat,Govt,B.Tech,Textile Engineering,190,4.6,56436
MS University of Baroda,Vadodara,Gujarat,Govt,B.Tech,Computer Science & Engineering,190,5.7,46763
MS University of Baroda,Vadodara,Gujarat,Govt,B.Tech,Biomedical Engineering,190,4.5,62070
MS University of Baroda,Vadodara,Gujarat,Govt,B.Tech,Biotechnology,190,3.8,50452
MS University of Baroda,Vadodara,Gujarat,Govt,B.Sc,B.Sc Physics (Hons.),190,3.7,64132
MS University of Baroda,Vadodara,Gujarat,Govt,B.Sc,B.Sc Mathematics (Hons.),190,3.2,43411
Dhirubhai Ambani Institute,Gandhinagar,Gujarat,Govt,B.Tech,Mining Engineering,192,3.3,35461
Dhirubhai Ambani Institute,Gandhinagar,Gujarat,Govt,B.Tech,Petroleum Engineering,192,3.7,68048
Dhirubhai Ambani Institute,Gandhinagar,Gujarat,Govt,B.Tech,Biotechnology,192,5.4,59975
Dhirubhai Ambani Institute,Gandhinagar,Gujarat,Govt,B.Tech,Aerospace Engineering,192,5.3,28664
Dhirubhai Ambani Institute,Gandhinagar,Gujarat,Govt,B.Sc,B.Sc Chemistry (Hons.),192,5.8,48252
Dhirubhai Ambani Institute,Gandhinagar,Gujarat,Govt,B.Sc,B.Sc Biology (Hons.),192,3.5,36384
DAVV Indore,Indore,Madhya Pradesh,Govt,B.Tech,Production Engineering,194,5.8,48047
DAVV Indore,Indore,Madhya Pradesh,Govt,B.Tech,Cyber Security,194,6.8,24312
DAVV Indore,Indore,Madhya Pradesh,Govt,B.Tech,Biotechnology,194,5.5,37336
DAVV Indore,Indore,Madhya Pradesh,Govt,B.Tech,Computer Science & Engineering,194,6.7,47258
DAVV Indore,Indore,Madhya Pradesh,Govt,B.Sc,B.Sc Chemistry (Hons.),194,3.3,27487
DAVV Indore,Indore,Madhya Pradesh,Govt,B.Sc,B.Sc Biology (Hons.),194,4.8,40245
Barkatullah University,Bhopal,Madhya Pradesh,Govt,B.Tech,Computer Science & Engineering,196,8.6,36740
Barkatullah University,Bhopal,Madhya Pradesh,Govt,B.Tech,Petroleum Engineering,196,5.4,38203
Barkatullah University,Bhopal,Madhya Pradesh,Govt,B.Tech,Mining Engineering,196,5.2,47331
Barkatullah University,Bhopal,Madhya Pradesh,Govt,B.Tech,Automobile Engineering,196,3.2,46206
Barkatullah University,Bhopal,Madhya Pradesh,Govt,B.Sc,B.Sc Chemistry (Hons.),196,5.5,32269
Barkatullah University,Bhopal,Madhya Pradesh,Govt,B.Sc,B.Sc Computer Science,196,5.9,48913
Vikram University,Ujjain,Madhya Pradesh,Govt,B.Tech,Biotechnology,198,4.0,44776
Vikram University,Ujjain,Madhya Pradesh,Govt,B.Tech,Biomedical Engineering,198,5.2,35322
Vikram University,Ujjain,Madhya Pradesh,Govt,B.Tech,Electrical Engineering,198,5.4,53630
Vikram University,Ujjain,Madhya Pradesh,Govt,B.Tech,Cyber Security,198,7.2,46929
Vikram University,Ujjain,Madhya Pradesh,Govt,B.Sc,B.Sc Chemistry (Hons.),198,5.0,39630
Vikram University,Ujjain,Madhya Pradesh,Govt,B.Sc,B.Sc Mathematics (Hons.),198,4.1,36491
Amravati University,Amravati,Maharashtra,Govt,B.Tech,Data Science,200,8.3,40663
Amravati University,Amravati,Maharashtra,Govt,B.Tech,Mechanical Engineering,200,3.1,62190
Amravati University,Amravati,Maharashtra,Govt,B.Tech,Civil Engineering,200,4.0,64478
Amravati University,Amravati,Maharashtra,Govt,B.Tech,Computer Science & Engineering,200,7.2,29476
Amravati University,Amravati,Maharashtra,Govt,B.Sc,B.Sc Physics (Hons.),200,4.0,34217
Amravati University,Amravati,Maharashtra,Govt,B.Sc,B.Sc Biology (Hons.),200,3.7,30099
Shivaji University,Kolhapur,Maharashtra,Govt,B.Tech,Cyber Security,202,3.0,69270
Shivaji University,Kolhapur,Maharashtra,Govt,B.Tech,Civil Engineering,202,3.1,87483
Shivaji University,Kolhapur,Maharashtra,Govt,B.Tech,Electronics & Communication Engineering,202,3.4,68885
Shivaji University,Kolhapur,Maharashtra,Govt,B.Tech,Automobile Engineering,202,4.3,74160
Shivaji University,Kolhapur,Maharashtra,Govt,B.Sc,B.Sc Physics (Hons.),202,4.3,117438
Shivaji University,Kolhapur,Maharashtra,Govt,B.Sc,B.Sc Biology (Hons.),202,4.7,81802
North Maharashtra University,Jalgaon,Maharashtra,Govt,B.Tech,Mining Engineering,204,4.6,73294
North Maharashtra University,Jalgaon,Maharashtra,Govt,B.Tech,Biomedical Engineering,204,2.9,89567
North Maharashtra University,Jalgaon,Maharashtra,Govt,B.Tech,Biotechnology,204,4.5,69661
North Maharashtra University,Jalgaon,Maharashtra,Govt,B.Tech,Production Engineering,204,3.2,64379
North Maharashtra University,Jalgaon,Maharashtra,Govt,B.Sc,B.Sc Mathematics (Hons.),204,2.7,73726
North Maharashtra University,Jalgaon,Maharashtra,Govt,B.Sc,B.Sc Computer Science,204,4.7,82296
Dr Babasaheb Ambedkar Technological Univ,Lonere,Maharashtra,Govt,B.Tech,Civil Engineering,206,4.0,104295
Dr Babasaheb Ambedkar Technological Univ,Lonere,Maharashtra,Govt,B.Tech,Electronics & Communication Engineering,206,4.3,123273
Dr Babasaheb Ambedkar Technological Univ,Lonere,Maharashtra,Govt,B.Tech,Textile Engineering,206,4.9,116534
Dr Babasaheb Ambedkar Technological Univ,Lonere,Maharashtra,Govt,B.Tech,Production Engineering,206,4.0,81626
Dr Babasaheb Ambedkar Technological Univ,Lonere,Maharashtra,Govt,B.Sc,B.Sc Biology (Hons.),206,2.8,67019
Dr Babasaheb Ambedkar Technological Univ,Lonere,Maharashtra,Govt,B.Sc,B.Sc Chemistry (Hons.),206,4.9,86941
Utkal University,Bhubaneswar,Odisha,Govt,B.Tech,Industrial Engineering,208,3.2,96899
Utkal University,Bhubaneswar,Odisha,Govt,B.Tech,Textile Engineering,208,2.6,72571
Utkal University,Bhubaneswar,Odisha,Govt,B.Tech,Production Engineering,208,2.9,124349
Utkal University,Bhubaneswar,Odisha,Govt,B.Tech,Artificial Intelligence & Machine Learning,208,3.0,63647
Utkal University,Bhubaneswar,Odisha,Govt,B.Sc,B.Sc Physics (Hons.),208,3.0,122957
Utkal University,Bhubaneswar,Odisha,Govt,B.Sc,B.Sc Mathematics (Hons.),208,3.0,63373
Berhampur University,Berhampur,Odisha,Govt,B.Tech,Data Science,210,6.1,60208
Berhampur University,Berhampur,Odisha,Govt,B.Tech,Electronics & Communication Engineering,210,3.7,121727
Berhampur University,Berhampur,Odisha,Govt,B.Tech,Mining Engineering,210,2.7,94734
Berhampur University,Berhampur,Odisha,Govt,B.Tech,Electrical Engineering,210,3.0,110793
Berhampur University,Berhampur,Odisha,Govt,B.Sc,B.Sc Biology (Hons.),210,3.6,84455
Berhampur University,Berhampur,Odisha,Govt,B.Sc,B.Sc Mathematics (Hons.),210,3.6,94510
Gauhati University,Guwahati,Assam,Govt,B.Tech,Artificial Intelligence & Machine Learning,212,6.0,49904
Gauhati University,Guwahati,Assam,Govt,B.Tech,Aerospace Engineering,212,2.7,72675
Gauhati University,Guwahati,Assam,Govt,B.Tech,Automobile Engineering,212,4.5,105061
Gauhati University,Guwahati,Assam,Govt,B.Tech,Information Technology,212,6.9,67131
Gauhati University,Guwahati,Assam,Govt,B.Sc,B.Sc Computer Science,212,4.6,67993
Gauhati University,Guwahati,Assam,Govt,B.Sc,B.Sc Chemistry (Hons.),212,3.5,128495
Dibrugarh University,Dibrugarh,Assam,Govt,B.Tech,Textile Engineering,214,2.7,99171
Dibrugarh University,Dibrugarh,Assam,Govt,B.Tech,Mining Engineering,214,3.8,64551
Dibrugarh University,Dibrugarh,Assam,Govt,B.Tech,Aerospace Engineering,214,4.5,127740
Dibrugarh University,Dibrugarh,Assam,Govt,B.Tech,Production Engineering,214,2.8,79326
Dibrugarh University,Dibrugarh,Assam,Govt,B.Sc,B.Sc Biology (Hons.),214,4.9,81910
Dibrugarh University,Dibrugarh,Assam,Govt,B.Sc,B.Sc Chemistry (Hons.),214,2.8,85260
Tripura University,Agartala,Tripura,Govt,B.Tech,Industrial Engineering,216,4.6,79382
Tripura University,Agartala,Tripura,Govt,B.Tech,Electronics & Communication Engineering,216,3.3,93801
Tripura University,Agartala,Tripura,Govt,B.Tech,Automobile Engineering,216,2.7,68783
Tripura University,Agartala,Tripura,Govt,B.Tech,Chemical Engineering,216,3.9,112082
Tripura University,Agartala,Tripura,Govt,B.Sc,B.Sc Mathematics (Hons.),216,4.5,61620
Tripura University,Agartala,Tripura,Govt,B.Sc,B.Sc Biology (Hons.),216,4.5,128493
Manipur University,Imphal,Manipur,Govt,B.Tech,Electrical Engineering,218,4.8,73133
Manipur University,Imphal,Manipur,Govt,B.Tech,Industrial Engineering,218,4.5,73237
Manipur University,Imphal,Manipur,Govt,B.Tech,Mechanical Engineering,218,4.7,105071
Manipur University,Imphal,Manipur,Govt,B.Tech,Textile Engineering,218,3.5,94620
Manipur University,Imphal,Manipur,Govt,B.Sc,B.Sc Biology (Hons.),218,2.9,64910
Manipur University,Imphal,Manipur,Govt,B.Sc,B.Sc Computer Science,218,2.9,112818
Nagaland University,Kohima,Nagaland,Govt,B.Tech,Automobile Engineering,220,4.2,103449
Nagaland University,Kohima,Nagaland,Govt,B.Tech,Biomedical Engineering,220,4.4,66460
Nagaland University,Kohima,Nagaland,Govt,B.Tech,Information Technology,220,6.6,57601
Nagaland University,Kohima,Nagaland,Govt,B.Tech,Production Engineering,220,3.3,62651
Nagaland University,Kohima,Nagaland,Govt,B.Sc,B.Sc Mathematics (Hons.),220,4.6,96745
Nagaland University,Kohima,Nagaland,Govt,B.Sc,B.Sc Computer Science,220,4.9,72873
Mizoram University,Aizawl,Mizoram,Govt,B.Tech,Mechanical Engineering,222,4.0,114627
Mizoram University,Aizawl,Mizoram,Govt,B.Tech,Data Science,222,3.8,45851
Mizoram University,Aizawl,Mizoram,Govt,B.Tech,Instrumentation Engineering,222,4.8,87707
Mizoram University,Aizawl,Mizoram,Govt,B.Sc,B.Sc Biology (Hons.),222,4.7,127698
Mizoram University,Aizawl,Mizoram,Govt,B.Sc,B.Sc Computer Science,222,3.8,67367
Patna University,Patna,Bihar,Govt,B.Tech,Civil Engineering,224,2.8,112872
Patna University,Patna,Bihar,Govt,B.Tech,Electronics & Communication Engineering,224,4.7,128719
Patna University,Patna,Bihar,Govt,B.Tech,Data Science,224,3.7,41897
Patna University,Patna,Bihar,Govt,B.Tech,Petroleum Engineering,224,4.6,86309
Patna University,Patna,Bihar,Govt,B.Sc,B.Sc Chemistry (Hons.),224,2.6,119827
Patna University,Patna,Bihar,Govt,B.Sc,B.Sc Physics (Hons.),224,4.3,107235
Magadh University,Bodh Gaya,Bihar,Govt,B.Tech,Artificial Intelligence & Machine Learning,226,5.5,66014
Magadh University,Bodh Gaya,Bihar,Govt,B.Tech,Biotechnology,226,4.2,76236
Magadh University,Bodh Gaya,Bihar,Govt,B.Tech,Instrumentation Engineering,226,3.4,91711
Magadh University,Bodh Gaya,Bihar,Govt,B.Tech,Petroleum Engineering,226,2.9,118471
Magadh University,Bodh Gaya,Bihar,Govt,B.Sc,B.Sc Biology (Hons.),226,2.9,105121
Magadh University,Bodh Gaya,Bihar,Govt,B.Sc,B.Sc Mathematics (Hons.),226,4.4,93903
Tilka Manjhi Bhagalpur University,Bhagalpur,Bihar,Govt,B.Tech,Electronics & Communication Engineering,228,2.9,66507
Tilka Manjhi Bhagalpur University,Bhagalpur,Bihar,Govt,B.Tech,Data Science,228,6.1,77503
Tilka Manjhi Bhagalpur University,Bhagalpur,Bihar,Govt,B.Tech,Computer Science & Engineering,228,6.4,54045
Tilka Manjhi Bhagalpur University,Bhagalpur,Bihar,Govt,B.Tech,Biomedical Engineering,228,4.2,89505
Tilka Manjhi Bhagalpur University,Bhagalpur,Bihar,Govt,B.Sc,B.Sc Mathematics (Hons.),228,2.6,127276
Tilka Manjhi Bhagalpur University,Bhagalpur,Bihar,Govt,B.Sc,B.Sc Biology (Hons.),228,3.7,61166
Mahatma Gandhi Kashi Vidyapith,Varanasi,Uttar Pradesh,Govt,B.Tech,Mechanical Engineering,230,4.0,93081
Mahatma Gandhi Kashi Vidyapith,Varanasi,Uttar Pradesh,Govt,B.Tech,Civil Engineering,230,4.3,100037
Mahatma Gandhi Kashi Vidyapith,Varanasi,Uttar Pradesh,Govt,B.Tech,Computer Science & Engineering,230,5.6,86489
Mahatma Gandhi Kashi Vidyapith,Varanasi,Uttar Pradesh,Govt,B.Tech,Aerospace Engineering,230,4.7,115549
Mahatma Gandhi Kashi Vidyapith,Varanasi,Uttar Pradesh,Govt,B.Sc,B.Sc Mathematics (Hons.),230,3.0,93029
Mahatma Gandhi Kashi Vidyapith,Varanasi,Uttar Pradesh,Govt,B.Sc,B.Sc Biology (Hons.),230,4.2,99602
Dr Ram Manohar Lohia Avadh University,Faizabad,Uttar Pradesh,Govt,B.Tech,Automobile Engineering,232,5.0,127045
Dr Ram Manohar Lohia Avadh University,Faizabad,Uttar Pradesh,Govt,B.Tech,Biomedical Engineering,232,3.9,109051
Dr Ram Manohar Lohia Avadh University,Faizabad,Uttar Pradesh,Govt,B.Tech,Electrical Engineering,232,3.2,97051
Dr Ram Manohar Lohia Avadh University,Faizabad,Uttar Pradesh,Govt,B.Tech,Computer Science & Engineering,232,4.9,47084
Dr Ram Manohar Lohia Avadh University,Faizabad,Uttar Pradesh,Govt,B.Sc,B.Sc Mathematics (Hons.),232,4.7,102616
Dr Ram Manohar Lohia Avadh University,Faizabad,Uttar Pradesh,Govt,B.Sc,B.Sc Computer Science,232,4.1,94229
MJP Rohilkhand University,Bareilly,Uttar Pradesh,Govt,B.Tech,Data Science,234,4.0,90166
MJP Rohilkhand University,Bareilly,Uttar Pradesh,Govt,B.Tech,Chemical Engineering,234,4.5,67441
MJP Rohilkhand University,Bareilly,Uttar Pradesh,Govt,B.Tech,Mechanical Engineering,234,4.2,112965
MJP Rohilkhand University,Bareilly,Uttar Pradesh,Govt,B.Tech,Petroleum Engineering,234,4.3,78340
MJP Rohilkhand University,Bareilly,Uttar Pradesh,Govt,B.Sc,B.Sc Biology (Hons.),234,4.8,94003
MJP Rohilkhand University,Bareilly,Uttar Pradesh,Govt,B.Sc,B.Sc Mathematics (Hons.),234,3.5,113031
Kurushetra University,Kurukshetra,Haryana,Govt,B.Tech,Information Technology,236,5.9,87615
Kurushetra University,Kurukshetra,Haryana,Govt,B.Tech,Production Engineering,236,4.8,122355
Kurushetra University,Kurukshetra,Haryana,Govt,B.Tech,Chemical Engineering,236,3.8,106988
Kurushetra University,Kurukshetra,Haryana,Govt,B.Tech,Cyber Security,236,3.7,95405
Kurushetra University,Kurukshetra,Haryana,Govt,B.Sc,B.Sc Computer Science,236,2.7,98506
Kurushetra University,Kurukshetra,Haryana,Govt,B.Sc,B.Sc Chemistry (Hons.),236,4.4,76769
MDU Rohtak,Rohtak,Haryana,Govt,B.Tech,Textile Engineering,238,3.4,89131
MDU Rohtak,Rohtak,Haryana,Govt,B.Tech,Civil Engineering,238,3.6,100250
MDU Rohtak,Rohtak,Haryana,Govt,B.Tech,Cyber Security,238,4.3,98120
MDU Rohtak,Rohtak,Haryana,Govt,B.Tech,Electronics & Communication Engineering,238,4.0,94152
MDU Rohtak,Rohtak,Haryana,Govt,B.Sc,B.Sc Biology (Hons.),238,2.6,121674
MDU Rohtak,Rohtak,Haryana,Govt,B.Sc,B.Sc Physics (Hons.),238,3.7,69334
Himachal Pradesh University,Shimla,Himachal Pradesh,Govt,B.Tech,Chemical Engineering,240,3.2,129446
Himachal Pradesh University,Shimla,Himachal Pradesh,Govt,B.Tech,Petroleum Engineering,240,4.7,67086
Himachal Pradesh University,Shimla,Himachal Pradesh,Govt,B.Tech,Electrical Engineering,240,2.8,79762
Himachal Pradesh University,Shimla,Himachal Pradesh,Govt,B.Tech,Biomedical Engineering,240,3.4,86253
Himachal Pradesh University,Shimla,Himachal Pradesh,Govt,B.Sc,B.Sc Computer Science,240,3.3,78772
Himachal Pradesh University,Shimla,Himachal Pradesh,Govt,B.Sc,B.Sc Biology (Hons.),240,4.4,83639
HP Technical University,Hamirpur,Himachal Pradesh,Govt,B.Tech,Mining Engineering,242,2.5,67603
HP Technical University,Hamirpur,Himachal Pradesh,Govt,B.Tech,Cyber Security,242,3.8,57925
HP Technical University,Hamirpur,Himachal Pradesh,Govt,B.Tech,Civil Engineering,242,3.9,82099
HP Technical University,Hamirpur,Himachal Pradesh,Govt,B.Tech,Production Engineering,242,3.7,80766
HP Technical University,Hamirpur,Himachal Pradesh,Govt,B.Sc,B.Sc Physics (Hons.),242,4.1,116847
HP Technical University,Hamirpur,Himachal Pradesh,Govt,B.Sc,B.Sc Chemistry (Hons.),242,3.6,112873
Jammu University,Jammu,Jammu & Kashmir,Govt,B.Tech,Mining Engineering,244,3.0,129963
Jammu University,Jammu,Jammu & Kashmir,Govt,B.Tech,Biomedical Engineering,244,4.9,108903
Jammu University,Jammu,Jammu & Kashmir,Govt,B.Tech,Computer Science & Engineering,244,4.3,98458
Jammu University,Jammu,Jammu & Kashmir,Govt,B.Tech,Information Technology,244,5.1,94606
Jammu University,Jammu,Jammu & Kashmir,Govt,B.Sc,B.Sc Physics (Hons.),244,3.1,92613
Jammu University,Jammu,Jammu & Kashmir,Govt,B.Sc,B.Sc Computer Science,244,3.3,105134
Kashmir University,Srinagar,Jammu & Kashmir,Govt,B.Tech,Electrical Engineering,246,2.7,81891
Kashmir University,Srinagar,Jammu & Kashmir,Govt,B.Tech,Biomedical Engineering,246,3.2,65992
Kashmir University,Srinagar,Jammu & Kashmir,Govt,B.Tech,Petroleum Engineering,246,3.6,98119
Kashmir University,Srinagar,Jammu & Kashmir,Govt,B.Tech,Data Science,246,5.4,74097
Kashmir University,Srinagar,Jammu & Kashmir,Govt,B.Sc,B.Sc Mathematics (Hons.),246,3.4,77536
Kashmir University,Srinagar,Jammu & Kashmir,Govt,B.Sc,B.Sc Biology (Hons.),246,3.4,124248
Ranchi University,Ranchi,Jharkhand,Govt,B.Tech,Chemical Engineering,248,3.1,89939
Ranchi University,Ranchi,Jharkhand,Govt,B.Tech,Civil Engineering,248,3.0,77197
Ranchi University,Ranchi,Jharkhand,Govt,B.Tech,Biomedical Engineering,248,4.0,62872
Ranchi University,Ranchi,Jharkhand,Govt,B.Tech,Computer Science & Engineering,248,3.5,51074
Ranchi University,Ranchi,Jharkhand,Govt,B.Sc,B.Sc Physics (Hons.),248,4.4,93526
Ranchi University,Ranchi,Jharkhand,Govt,B.Sc,B.Sc Biology (Hons.),248,4.0,66368
Vinoba Bhave University,Hazaribagh,Jharkhand,Govt,B.Tech,Information Technology,250,3.5,85203
Vinoba Bhave University,Hazaribagh,Jharkhand,Govt,B.Tech,Electrical Engineering,250,3.5,118237
Vinoba Bhave University,Hazaribagh,Jharkhand,Govt,B.Tech,Computer Science & Engineering,250,4.0,75866
Vinoba Bhave University,Hazaribagh,Jharkhand,Govt,B.Tech,Automobile Engineering,250,3.0,80070
Vinoba Bhave University,Hazaribagh,Jharkhand,Govt,B.Sc,B.Sc Physics (Hons.),250,4.2,115164
Vinoba Bhave University,Hazaribagh,Jharkhand,Govt,B.Sc,B.Sc Mathematics (Hons.),250,3.2,128197
Chhattisgarh Swami Vivekananda Technical Univ,Bhilai,Chhattisgarh,Govt,B.Tech,Automobile Engineering,252,4.3,127054
Chhattisgarh Swami Vivekananda Technical Univ,Bhilai,Chhattisgarh,Govt,B.Tech,Mechanical Engineering,252,3.2,75431
Chhattisgarh Swami Vivekananda Technical Univ,Bhilai,Chhattisgarh,Govt,B.Tech,Industrial Engineering,252,3.7,73928
Chhattisgarh Swami Vivekananda Technical Univ,Bhilai,Chhattisgarh,Govt,B.Tech,Electrical Engineering,252,4.4,86181
Chhattisgarh Swami Vivekananda Technical Univ,Bhilai,Chhattisgarh,Govt,B.Sc,B.Sc Computer Science,252,4.3,106913
Chhattisgarh Swami Vivekananda Technical Univ,Bhilai,Chhattisgarh,Govt,B.Sc,B.Sc Chemistry (Hons.),252,2.9,98712
Pt Ravishankar Shukla University,Raipur,Chhattisgarh,Govt,B.Tech,Textile Engineering,254,3.1,103332
Pt Ravishankar Shukla University,Raipur,Chhattisgarh,Govt,B.Tech,Mining Engineering,254,4.2,61671
Pt Ravishankar Shukla University,Raipur,Chhattisgarh,Govt,B.Tech,Chemical Engineering,254,4.6,74474
Pt Ravishankar Shukla University,Raipur,Chhattisgarh,Govt,B.Tech,Production Engineering,254,2.9,124763
Pt Ravishankar Shukla University,Raipur,Chhattisgarh,Govt,B.Sc,B.Sc Physics (Hons.),254,4.8,73276
Pt Ravishankar Shukla University,Raipur,Chhattisgarh,Govt,B.Sc,B.Sc Computer Science,254,3.6,90298
Goa University,Panjim,Goa,Govt,B.Tech,Data Science,256,6.3,46541
Goa University,Panjim,Goa,Govt,B.Tech,Artificial Intelligence & Machine Learning,256,3.2,97287
Goa University,Panjim,Goa,Govt,B.Tech,Instrumentation Engineering,256,3.4,98085
Goa University,Panjim,Goa,Govt,B.Tech,Information Technology,256,4.3,84352
Goa University,Panjim,Goa,Govt,B.Sc,B.Sc Physics (Hons.),256,2.5,66014
Goa University,Panjim,Goa,Govt,B.Sc,B.Sc Computer Science,256,4.2,78139
Calicut University,Kozhikode,Kerala,Govt,B.Tech,Civil Engineering,258,4.7,95167
Calicut University,Kozhikode,Kerala,Govt,B.Tech,Cyber Security,258,4.5,46091
Calicut University,Kozhikode,Kerala,Govt,B.Tech,Biotechnology,258,3.0,104921
Calicut University,Kozhikode,Kerala,Govt,B.Tech,Instrumentation Engineering,258,3.5,112530
Calicut University,Kozhikode,Kerala,Govt,B.Sc,B.Sc Biology (Hons.),258,4.2,110556
Calicut University,Kozhikode,Kerala,Govt,B.Sc,B.Sc Mathematics (Hons.),258,4.5,122684
Mahatma Gandhi University,Kottayam,Kerala,Govt,B.Tech,Civil Engineering,260,2.8,80892
Mahatma Gandhi University,Kottayam,Kerala,Govt,B.Tech,Electrical Engineering,260,4.5,123265
Mahatma Gandhi University,Kottayam,Kerala,Govt,B.Tech,Mechanical Engineering,260,3.0,117430
Mahatma Gandhi University,Kottayam,Kerala,Govt,B.Tech,Information Technology,260,6.1,64887
Mahatma Gandhi University,Kottayam,Kerala,Govt,B.Sc,B.Sc Computer Science,260,3.7,77125
Mahatma Gandhi University,Kottayam,Kerala,Govt,B.Sc,B.Sc Physics (Hons.),260,2.8,123979
University of Madras,Chennai,Tamil Nadu,Govt,B.Tech,Industrial Engineering,262,4.1,94290
University of Madras,Chennai,Tamil Nadu,Govt,B.Tech,Instrumentation Engineering,262,4.3,61620
University of Madras,Chennai,Tamil Nadu,Govt,B.Tech,Information Technology,262,5.1,84428
University of Madras,Chennai,Tamil Nadu,Govt,B.Tech,Electronics & Communication Engineering,262,4.9,89358
University of Madras,Chennai,Tamil Nadu,Govt,B.Sc,B.Sc Mathematics (Hons.),262,4.2,116734
University of Madras,Chennai,Tamil Nadu,Govt,B.Sc,B.Sc Physics (Hons.),262,3.7,92581
Bharathidasan University,Tiruchirappalli,Tamil Nadu,Govt,B.Tech,Biomedical Engineering,264,4.1,61526
Bharathidasan University,Tiruchirappalli,Tamil Nadu,Govt,B.Tech,Mechanical Engineering,264,3.8,80568
Bharathidasan University,Tiruchirappalli,Tamil Nadu,Govt,B.Tech,Textile Engineering,264,4.6,121510
Bharathidasan University,Tiruchirappalli,Tamil Nadu,Govt,B.Tech,Information Technology,264,3.7,96978
Bharathidasan University,Tiruchirappalli,Tamil Nadu,Govt,B.Sc,B.Sc Biology (Hons.),264,3.3,91574
Bharathidasan University,Tiruchirappalli,Tamil Nadu,Govt,B.Sc,B.Sc Mathematics (Hons.),264,2.6,96458
Bharathiar University,Coimbatore,Tamil Nadu,Govt,B.Tech,Aerospace Engineering,266,2.7,90801
Bharathiar University,Coimbatore,Tamil Nadu,Govt,B.Tech,Textile Engineering,266,4.5,118220
Bharathiar University,Coimbatore,Tamil Nadu,Govt,B.Tech,Biomedical Engineering,266,2.7,118733
Bharathiar University,Coimbatore,Tamil Nadu,Govt,B.Tech,Production Engineering,266,3.6,125333
Bharathiar University,Coimbatore,Tamil Nadu,Govt,B.Sc,B.Sc Physics (Hons.),266,2.8,62329
Bharathiar University,Coimbatore,Tamil Nadu,Govt,B.Sc,B.Sc Biology (Hons.),266,2.6,114046
Madurai Kamaraj University,Madurai,Tamil Nadu,Govt,B.Tech,Textile Engineering,268,3.9,126628
Madurai Kamaraj University,Madurai,Tamil Nadu,Govt,B.Tech,Computer Science & Engineering,268,5.7,82899
Madurai Kamaraj University,Madurai,Tamil Nadu,Govt,B.Tech,Electronics & Communication Engineering,268,3.4,104676
Madurai Kamaraj University,Madurai,Tamil Nadu,Govt,B.Tech,Data Science,268,6.3,43556
Madurai Kamaraj University,Madurai,Tamil Nadu,Govt,B.Sc,B.Sc Biology (Hons.),268,4.3,122014
Madurai Kamaraj University,Madurai,Tamil Nadu,Govt,B.Sc,B.Sc Mathematics (Hons.),268,4.3,107617
Periyar University,Salem,Tamil Nadu,Govt,B.Tech,Electrical Engineering,270,3.4,104742
Periyar University,Salem,Tamil Nadu,Govt,B.Tech,Automobile Engineering,270,3.9,98270
Periyar University,Salem,Tamil Nadu,Govt,B.Tech,Aerospace Engineering,270,4.3,109006
Periyar University,Salem,Tamil Nadu,Govt,B.Tech,Computer Science & Engineering,270,6.6,43000
Periyar University,Salem,Tamil Nadu,Govt,B.Sc,B.Sc Biology (Hons.),270,2.8,113636
Periyar University,Salem,Tamil Nadu,Govt,B.Sc,B.Sc Chemistry (Hons.),270,3.0,85679
Mother Teresa Women's University,Dindigul,Tamil Nadu,Govt,B.Tech,Biomedical Engineering,272,2.8,104293
Mother Teresa Women's University,Dindigul,Tamil Nadu,Govt,B.Tech,Chemical Engineering,272,2.6,114325
Mother Teresa Women's University,Dindigul,Tamil Nadu,Govt,B.Tech,Instrumentation Engineering,272,4.4,76150
Mother Teresa Women's University,Dindigul,Tamil Nadu,Govt,B.Tech,Production Engineering,272,3.6,119048
Mother Teresa Women's University,Dindigul,Tamil Nadu,Govt,B.Sc,B.Sc Computer Science,272,2.5,125382
Mother Teresa Women's University,Dindigul,Tamil Nadu,Govt,B.Sc,B.Sc Chemistry (Hons.),272,3.9,66366
Andhra Loyola College,Vijayawada,Andhra Pradesh,Govt,B.Tech,Industrial Engineering,274,4.2,83226
Andhra Loyola College,Vijayawada,Andhra Pradesh,Govt,B.Tech,Production Engineering,274,4.3,82760
Andhra Loyola College,Vijayawada,Andhra Pradesh,Govt,B.Tech,Mining Engineering,274,2.8,76827
Andhra Loyola College,Vijayawada,Andhra Pradesh,Govt,B.Tech,Petroleum Engineering,274,3.8,102184
